video_id,title,title_length,word_count,emoji_count,has_emoji,special_char_count,is_clickbait,has_question_mark,has_exclamation,top_noun_1,top_noun_2,top_noun_3
Fvjs3ITOq48,"[SUB] Moving day 물새는집 탈출, 자영업자에게 연차는 없다,,! 데코타일 원상복구, 복층원룸, 세탁기 청소, 화이트인테리어, 다이소템, 디즈니네일 만들기",92,37,0,0,11,0,False,True,물새,탈출,자영
yHxC9PYkCug,(sub) 𝐕𝐋𝐎𝐆| 동시통역사 하루 페이가 𝟏𝟎𝟎 만원인 이유🗣️💵  • 통역사 일상 • 영어공부,55,21,2,1,3,0,False,False,통역사,동시,하루
JuBPKn2XN-s,이대로만 감 잡으면 영어 스피킹 실력은 탄탄대로 🛣️✨,30,11,2,1,0,0,False,False,로만,영어,스피킹
8Xga8zkFNj8,(sub) 𝐕𝐋𝐎𝐆| 계약위반/부적절 언행/성희롱이 난무했던 출장  • 프리랜서 통역사 일상 • 날 보호해줄 소속 기관이 필요한 이유... 🥲,79,30,1,1,8,0,False,False,계약위반,부적절,언행
aH8B4fnhNnA,통번역대학원 졸업한 통역사의 영어공부 | 자료 추천 | 교재 추천 | 영어 입풀기 📚,47,20,1,1,3,0,False,False,영어,추천,번역
xMiFW3tC3QE,"(eng) 𝐕𝐋𝐎𝐆| 프리랜서 통역사의 통역 준비와 행사당일 👩🏻‍💻📝, 부산출장, 귀여운 케이스, 미슐랭 평양냉면집, 도서 추천",72,27,4,1,7,0,False,False,프리랜서,통역사,통역
qt7g5pJUSgw,(SUB) 환승연애3 첫 단체 강릉여행!,22,11,0,0,3,0,False,True,환승,연애,단체
8b8HnOhthbY,(SUB) 광고X ‘클렌징/스킨케어 루틴 !💧' 틈만 나면 좁쌀여드름나고 뒤집어지는 개복치 피부 모여! | 얇은 민감 복합성 피부| N번째 공병템들,82,37,1,1,8,0,False,True,피부,광고,클렌징
sPN1eb79mUo,(SUB) ‘환승연애3 가평여행’ 인태기에 갑자기 떠난 가평,33,16,0,0,2,0,False,False,가평,환승,연애
whw4I4Y1Km0,"(SUB) 첫 Q&A 🤍 모두 알려드려요 | 성격, 이상형, 소속사, 환승연애3 비하인드 등등!",53,24,1,1,8,0,False,True,성격,이상형,소속사
zTzQ-AFofhU,(SUB) ‘생일 브이로그’ | 제 친구들을 소개합니다 | 환승연애3 모임 | 생일에 남자친구랑 다툰 썰 | 창진 생일 | 기브앤테이크가 확실한 커플,83,37,0,0,7,0,False,False,생일,친구,소개
SiUbtjn1f3A,BMW 끝판왕 XM 출고브이로그 인데 무려 6천만원 할인을 곁들인..🔥 2억2천에서 1억6천 된 비법대공개🤫 / 차출고브이로그💨,71,31,3,1,3,0,False,False,끝판,출고,무려
W9tjAage4U8,"내 피땀눈물..💎 육아로 지칠땐 주얼리로 위로받아..💸 야금야금 모은 명품주얼리 소장템 / 까르띠에 팬더 언박싱 / 반클리프,불가리,다미아니,샤넬 등 구경오세요❤️",91,42,3,1,9,0,False,False,주얼리,피땀,눈물
57S8amIPohQ,"출산특집#5 최강 순산 자연분만🤰🏻 진통부터 출산까지! 둘째 이름은? 회음부 절개 안 함, K의료진과 힘주기, 둘째 자연진통 출산, 태림법",77,36,2,1,6,0,True,True,출산,자연,진통
h3zXYPUr78M,반지하 사는 여자의 중소기업 출근 브이로그,23,8,0,0,0,0,False,False,반지하,여자,중소기업
pk6QvIpErUk,같이 출근해요 겟레디수밤것,14,7,0,0,0,0,False,False,출근,레디,밤것
KZ_4lxLLayc,다시 돌아온 수밤것의 출근 브이로그,19,8,0,0,0,0,False,False,밤것,출근,
wl6U0eIaMdQ,퇴근하고 집에서 곱창 구워먹는 수밤것,20,9,0,0,0,0,False,False,퇴근,곱창,밤것
9YChnZQcFwQ,구독자 1만 명 달성 후 일상을 담아봤습니다.,25,11,0,0,1,0,False,False,독자,달성,일상
6uIfcxo37BU,오징어 게임2 영미 메이크업,15,5,0,0,0,0,False,False,오징어,게임,영미
4rgJCRGikW0,흔한 이별 브이로그 뭐 그런거,16,6,0,0,0,0,False,False,이별,,
Wb2bFBwnw0I,마라탕 알바 짤리고 먹는 마라탕,17,8,0,0,0,0,False,False,알바,짤리,
DPCOlpViY-Y,지예은 메이크업,8,2,0,0,0,0,False,False,지예은,메이크업,
3Xez4-h73Vk,새벽에 떡볶이 먹으면서 전남친들 썰 풀기,22,8,0,0,0,0,False,False,새벽,떡볶이,전남친
KIsRTXQMz-s,"[90대까지 킵고잉, 근비대를 꿈꾸는 직장인 VLOG] 부산빵20만원치 털기, 러닝, 광안리혼술, 허대빵, 희와제과, 해운대 삼대오백, 헬스 PT, 빵투어",86,39,0,0,10,0,False,False,킵고잉,비대,직장인
vqqy-oUFB40,"눈물의 야근을 광기 운동으로 복수하는 직장인 브이로그 (GASP 직구, 천계루틴, F45, PT, 동유럽여행, 러닝, 닥터유 신상 단백질 파우더)",81,35,0,0,8,0,False,False,눈물,야근,광기
Cdbb0Nocoyw,"[동네헬서 VLOG] 점점..근육이.. 휴식이 주는 몸의 변화(북한산 일출산행, 올드페리도넛 피스타치오, 초량온당 빵택배, 헬스 PT, 남친해명..)",83,42,0,0,14,0,False,False,점점,근육,휴식
IYZQrTL6m8o,"[VLOG] 66kg중 가장 멋진 사람을 꿈꾸는 운동 광인, 제주먹방여행, 고등어회, 초량온당, 코쿤커피, 원정헬스, 굽네 고추바사삭, 제주맛집",80,38,0,0,9,0,False,False,제주,가장,사람
_zYNtWwqwxA,이해할 수 없는 남자특,12,6,0,0,0,0,False,False,이해,남자,
9xXsczEPcMA,⚠️ 엄빠주의⚠️너무 솔직한거 아니야?,21,8,2,1,1,0,True,False,엄빠,주의,
XKmnMILt8lE,만화카페 에서 들린 신음 소리..는 뭐지?,23,10,0,0,3,0,True,False,만화카페,신음,소리
HPRBiR3dJtU,끝이 보였던 인연｜내가 결혼을 결심한 진짜 이유,26,13,0,0,0,0,False,False,인연,결혼,결심
SpqyiOISBEo,고물가에 사교육 끊어버린 40대 주부 ..| 3인가족 브이로그 | 생활비 공개 | 집밥,48,20,0,0,5,0,False,False,물가,사교육,주부
DGtOMdFsTRw,코스트코 브이로그 재재구매템 | 장보기 브이로그 | 3인가족 장보기 |,39,16,0,0,3,0,False,False,장보기,코스트코,구매
Al2NBYj1Tjo,맞벌이해도 쪼들려요...| 돈쓰기 겁나는 워킹맘 | 브이로그 | 3인가족 생활비 | 그릭요거트 | 집밥 | 외식도 가끔 | 배달음식도 가끔..,79,31,0,0,12,0,False,False,가끔,맞벌이,쓰기
AcuhKr5yV2o,일 관뒀어요 | 사교육비부터 줄입니다 | 3인가족 브이로그 | 집밥 | 그릭요거트 | 샐러드,51,20,0,0,5,0,False,False,사교육비,가족,집밥
G8AXy-hOJfc,손떨리는 물가 | 계속 올라가는 생활비 | 생계형 워킹맘 | 집밥 | 3인가족 브이로그 | 가계부,54,21,0,0,5,0,False,False,물가,계속,생활비
0K2CAXjvcMI,"소식좌들이 보다가 체할 영상 / bhc 맛초킹 + 투움바파스타  / 마켓컬리 추천템 / 냉이김밥,소꼬리찜,프렌치토스트,차돌된장술밥",72,32,0,0,7,0,False,False,소식,맛초킹,투움바
wO1mLV6MnZo,"파티원이 한 명 더 늘었어요 (갑분 임밍아웃) / 족발, 게살솥밥, 게살크림고로케, 소불고기, 오징어볶음",58,27,0,0,7,0,False,False,게살,파티원,족발
24lhm8uRw54,행복한 생일 주간 먹부림 / 순대볶음 + 참치마요덮밥 / 셀프 초코케익 / 63빌딩 파빌리온 뷔페 / 카이막,60,24,0,0,5,0,False,False,생일,주간,부림
xfOGclGh2rM,"족발 쌈싸는 썸네일에 이런 말 좀 그런데 새로운 소식이 있습니다 / 족발, 냉수육, 단호박빵",51,21,0,0,3,0,False,False,족발,썸네일,소식
d8QxPR2nNbs,"이틀만에 제가 돌아왔습니다 / 페리카나 반반 무많이 / 요아정, 크루키 / 춘천 당일치기",49,22,0,0,4,0,False,False,이틀,페리,카나
fe7uRhobE7U,vlog | 돌아온 집순이 | 엽떡 매운맛 &생레몬 하이볼 | 스팸 무생채 비빔밥 | 잔치국수 비빔국수 | 찜질방에서 땀빼고 소곱창 | 교촌 레드콤보,83,32,0,0,7,0,False,False,순이,엽떡,레몬
hKCwwonf1yk,vlog | 먹고 싶은거 그만 먹어.. | 홈메이드 파전&돼지고기 김치전 | 예솔 드레스 셀렉 후 삼겹살 또 만취.. | 스팸김치볶음밥 | 포테이토 피자 치킨 | 짬뽕 라면,96,34,0,0,11,0,False,False,메이드,파전,돼지고기
gyCFSAtobM8,vlog | 신혼부부 우당탕탕 일상 | 무생채 열무 비빔밥 | 순대국밥&소주 | 매운 고추짬뽕 | 스팸 청꼬 김밥&뚝배기 미친만두 라면 | 쭈꾸미 | 캠핑 삼겹살 | 감자전 |혼술,100,37,0,0,11,0,False,False,신혼부부,일상,무생채
9pHyARo7ssU,vlog | +3kg 제주 여행 | 매일 기본 3차가는 신혼부부 | 1주년 리마인드 웨딩👰🏻‍♀️🤵🏻 | 제주 웨딩스냅 | 찐맛집투어 | 올레시장 마농통닭 | 오는정김밥&흑돼지라면,100,40,5,1,9,0,False,False,제주,웨딩,여행
RwpHwa6i0XU,야식땡겨서 신전떡볶이+순대+튀김•족발에 쫄면 두개 조지고 후식으로 성심당빵•대구 치맥페스티벌•술병나고 해장마라샹궈에 이디야 수박주스•엄마표 돼지등갈비찜+파전+낮맥•일상먹방브이로그,99,49,0,0,4,0,False,False,야식,신전,떡볶이
K1GfPTH5eNo,엄마랑 강릉바다에서 헌팅당했습니다ㄷㄷ•찐현지인맛집만 다녀온 리뷰999+금지 또간집강릉여행•막국수 간장게장 삼겹살 짬뽕순두부 윙윙치킨 김밥•중앙시장 주문진시장투어•강릉여행폭식브이로그,100,45,0,0,1,0,False,False,강릉,여행,엄마
AgNHBXakwyY,과장없이 평소에 어떻게 먹는지 보여드립니다•부대찌개+삼겹살+김치볶음밥+월드콘 집밥먹방•대구 놀러와서 술파티하는 평택패밀리 가족먹방브이로그(사천마라탕면•오감자어니언맛)•강아지 제니🐶,100,48,1,1,5,0,False,False,먹방,과장,평소
mdN47OH-Q7o,오래 기다리셨습니다..평택 또간집만 말아온 이모네집 3박4일 폭식음주먹방브이로그🍺️•얄개분식에서 인생떡볶이를 만나다•장금이네백반•쌍용치킨•목천닭발•김네집부대찌개•송탄진미집아구찜먹방,100,54,1,1,2,0,False,False,먹방,평택,이모
COlsuiMBjaQ,마라엽떡 한통 다 조지고 팥붕 슈붕•옛날햄버거에 치즈돈까스먹고 PC방 짜계치+핫도그+뿌링클치킨•대구 만오천원짜리 족발+막국수•면추가 차슈추가한 라멘먹고 밥말아먹는 일상먹방브이로그,99,45,0,0,3,0,False,False,추가,마라엽떡,조지
yOpWyHEeXqA,해외에서 난리난 스테로이드 관련 영상 리액션,24,8,0,0,0,0,False,False,해외,난리,스테로이드
XyG5dWHhne4,가슴운동 우선순위 고민되시죠? 국가권력급부터 최악의 가슴운동까지 알려드립니다.,43,19,0,0,2,0,True,False,가슴,운동,우선
JJJlhm4vLJM,어깨운동 티어리스트 - 최악의 운동부터 최고의 운동까지 우선순위 정해봤습니다.,43,18,0,0,2,0,False,False,운동,어깨,티어
w9LUawumVq4,10년은 써먹을 완벽한 가슴운동루틴,19,8,0,0,0,0,False,False,가슴,운동,루틴
9HSh35ruXYo,내추럴 보디빌더가 추천하는 5가지 어깨운동,23,9,0,0,0,0,False,False,내추럴,보디빌더,추천
b0Q2xKW1kp4,내가 상대방을 좋아하는지 확인하는 방법 #남녀공학,27,9,0,0,1,0,False,False,상대방,방법,
PWp_pAhM4-o,🇨🇳 중남 사궈기 QnAㅣ원 바디 투 하트 중남이 궁금하세요? (썸/연애/결혼/바람/불륜),50,24,0,0,7,0,True,False,중남,사궈기,바디
Kydi10XfizI,고3 아이 수능 시험 보는 날 (내년에는 안 보겠죠) 고3 수험생 엄마의 수능 당일 아침 일상 브이로그 | 마이맘 TV,66,28,0,0,3,0,False,False,수능,아이,시험
UbfSVQmYz_c,"고3 아들 마이린이 연세대 합격, 그리고 정시 3관왕이 되었습니다 (feat. 대학교 합격 기념 새학기 백팩 증정 이벤트) 마이맘 TV",75,31,0,0,4,0,False,False,마이,합격,아들
b9soZi4Uj5k,[고3맘 일상] 설마.. 했던 수시 6광탈 확정 (갑갑해서... 바람 쐬러 다녀왔어요) 마이맘 TV,55,23,0,0,9,0,False,False,일상,설마,수시
g79gaqpnj0U,수능이 이제 하루 앞으로! 수능 도시락 만들기 (고3 아이가 좋아하는 수능 반찬 간식 준비해요) 마이맘 TV,60,25,0,0,3,0,False,True,수능,하루,도시락
ISy15tuNjUI,대학 정시 합격자 조기 발표해주세요 (합격 발표 기다리는 수험생 맘 일상) 마이맘 TV,48,17,0,0,2,0,False,False,발표,대학,정시
CYFAtQcFqHU,[일상vlog] 다들 썸네일보고 많이 놀랐죠...?👰🏻‍♀️🤵🏻‍♂️ _ 제주 웨딩스냅+흑돼지맛집+만두맥주+매운돈까스+불고기피자+이치란라멘,77,32,6,1,12,0,True,False,일상,썸네일,보고
OaJM3ywniSk,[먹방vlog] 하루 세끼 모두 소맥과 함께해 _ 대게라면+마라탕+부추전+전복죽+모둠해물+목란짬뽕+진순이+혼밥 순댓국,65,36,0,0,10,0,False,False,먹방,하루,소맥
mEdUs1JAQnY,[일상vlog] 이사하고 새집에서 보내는 먹방일상 _ 짜장면+짜파게티 블랙+카레+오이냉국+양파장아찌+오이참치김밥+야식라면,67,31,0,0,9,0,False,False,일상,오이,이사
EGy-izLeY8A,[먹방vlog] 모든 음식은 안주일 뿐이라며🥴 _ 국물닭발+모둠수육+술국+떡꼬지+김치전+짜파게티+카이센동,58,29,1,1,9,0,False,False,먹방,모든,음식
fXfTWx_aQg4,"[웨딩vlog] D-카운트 시작! 그리고 대망의 결혼식,뒷풀이 _ 드레스가든+식전 치맥+무뼈닭발+참치회+새우떡볶이+신혼여행 출발",71,33,0,0,11,0,False,True,웨딩,카운트,대망
cVQqpEuX7Us,다이소 갔을때,7,3,0,0,0,0,False,False,다이소,,
wjMa9FHmMng,엑소시스트 - 남미새 영혼에 빙의된 여자,22,9,0,0,1,0,False,False,엑소시스트,남미,영혼
OOn1iQuT7cM,느좋템 발굴 장인의 겨울옷 언박싱,18,7,0,0,0,0,False,False,느좋템,발굴,장인
BS3XchW9A8g,택배가 너무 많이 와서 엄마한테 혼난 대학생,24,9,0,0,0,0,False,False,택배,엄마,대학생
nB0TJ5eDNYU,6시간동안 홍대에서 옷만 보는 대학생 브이로그,25,10,0,0,0,0,False,False,홍대,대학생,
oZVe7pm4PyA,아이패드 들어가는 안 흔하고 예쁜 대학생 가방 추천,28,8,0,0,0,0,False,False,아이패드,대학생,가방
sqOQyabq5NQ,블프 기념 패션 하울,11,4,0,0,0,0,False,False,블프,기념,패션
9xiqbBygAqI,혜안져스 완전체가 동물의숲에 모였습니다,21,7,0,0,0,0,False,False,혜안,져스,완전체
AaUguTrBGHU,드디어 라이오넬이 나갔다,13,4,0,0,0,1,False,False,라이오넬,,
mj7UzflYqdY,"아오니의 ""혼자 일본 여행"" 브이로그★ (feat.동숲 이치방쿠지)",37,18,0,0,5,0,False,False,오니,혼자,일본
OKoW8NP-BfY,이중 한 녀석은 나가야 한다,15,6,0,0,0,0,False,False,이중,녀석,나가야
mfwxQxfJA_k,진짜 미쳤다!! 리얼타임 무주식 초대박 났습니다!!!!!!!,33,10,0,0,9,1,False,True,리얼타임,무주,
O64W8kbrsj0,my room tour / 여중생 방 vs 여고생 방  │헬로음이유니,38,14,0,0,1,0,False,False,여중생,여고생,헬로
MS0zjgxGMwc,캐나다 유학 끝! 🇰🇷한국으로 돌아왔습니다. 학교에 가서 친구에게 서프라이즈 해주기~ 편의점 가고 마라탕 먹고! 그동안 너무 그리웠던 한국에서의 생활~│헬로음이유니,91,35,0,0,5,0,False,True,한국,캐나다,유학
16Jdq7qFq2Y,🇨🇦16살 캐나다 유학생의 여름방학 vlog /수영장에 갔는데 빠꾸 먹었어요..ㅠㅠ 이제 공부 할 거니까 스터디 플래너도 쓰고~ 알차게 보내는 방학 일상!│헬로음이유니,93,38,0,0,5,0,False,True,캐나다,유학생,여름방학
qPVWveUydEo,한국 중학교는 처음이지? 유학 끝내고 중학교에 처음 등교하는 날~ 첫 등교부터 수행평가 지옥이 펼쳐진다!│헬로음이유니,65,28,0,0,3,0,True,True,중학교,처음,등교
GTclRP1SLRM,🍁캐나다에서 이사가기 2탄! 자동차로 4000km 이동하기 참 쉬웠어요~ 호텔에서 수영하고~ 피자도 먹고! 피할 수 없다면 즐겨라!│헬로음이유니,80,38,1,1,5,0,False,True,캐나다,가기,자동차
nb1wIbEghD0,지수야 나랑 계곡 가서 백숙 먹을래?💕무계획 가이드 in 양평,34,15,1,1,1,0,True,False,지수,계곡,백숙
bDAE14S4KMI,내 동생 민정이가 왜 이리 귀여워❄️윈터랑 브런치 데이트,31,13,1,1,0,0,False,False,동생,민정,윈터
_ZnPI4JWdak,운동..식단..관리…그리고 레드벨벳 컴백🪐💫컴백 전 관리법,32,15,2,1,4,0,False,False,관리,컴백,운동
TbnvZzHxLoE,"성형했습니다, 어떻게 바뀌었는지 보여드릴게요",24,7,0,0,1,0,False,False,성형,,
F7T7b1U_cOU,웬수같은 내 애인들을 소개합니다,17,8,0,0,0,0,False,False,웬수,애인,소개
_mB-03DnBno,부케 받고 남자친구랑 싸운 날,16,6,0,0,0,0,False,False,부케,남자친구,
u-XF5YFWxbI,자기야 나 살쪘어?,10,4,0,0,1,0,True,False,자기야,,
cD_T6P7KW-w,고시원 생활 1일차 여자,13,5,0,0,0,0,False,False,고시원,생활,여자
80k_Fs83PuQ,대중교통 60%할인?🫢 K-패스 어떤 카드가 이득일까? (10여종 카드 전격 비교✔️),48,22,2,1,6,0,True,False,카드,대중교통,할인
zsWZ6vJzck8,"경제유튜버가 바로 갈아탄 ""대세"" 월급통장 Top3 추천 (꼼수 팁까지 알려드림)",45,21,0,0,4,0,False,False,제유,튜버,바로
r0bUByvos7Y,"“와.. 더 좋아졌네요” 적금 1등 청년도약계좌 업데이트된 혜택 총정리 (2025ver. 5,000만원 모으기)",62,23,0,0,6,0,False,False,적금,청년,도약
nOLdqze28m8,"""이 정도 모은다고..!?"" 저라면 이렇게 저축해요. (1억 모으는 현실적인 청약 · 적금 · 투자 플랜)",59,24,0,0,9,0,True,True,정도,라면,저축
7N-x6bcA_8Y,"""초보자도 가능!"" 퇴근 후 현실적으로 돈 버는 인기 부업 5가지 (1만원부터 25만원까지!?🫢)",54,25,1,1,7,0,True,True,초보자,가능,퇴근
zCslmHsxqdw,"연말 기념 엽떡 먹으며 전남친 썰 풀기 | 로제 엽떡, 스벅 아이스크림 케이크, 초코 케이크 먹방 브이로그",59,20,0,0,3,0,False,False,엽떡,케이크,연말
PFK_KfA-_70,갑작스럽게 찾아온 폭식증 / 최악의 날,21,7,0,0,1,0,False,False,폭식증,최악,
r0qsQLRnkkE,다시 비만이 되어가는 과정 | 입 터짐 | 비만 다이어트 브이로그 #7 먹방 | 아마 마지막..,53,20,0,0,6,0,False,False,비만,과정,다이어트
zKf6JuUgDhs,"소개팅 전날까지 입터지는 여자 😞ft. 망한 소개팅썰/ 이웃집 통통이 수건케이크 첫경험❤️ / 교촌 허니콤보, 로제엽떡, 쫀득케이크, 파베초콜릿, 과자, 하리보 먹방 브이로그🤭🐷",99,38,4,1,8,0,False,False,소개팅,케이크,전날
bXyiWb6eWzY,"또 충동야식 | 눈바디 & 인바디 | 본가라이프 즐기다 와서 입터짐 | 의지박약,, | 비만 다이어트 브이로그 #15 |",67,28,0,0,9,0,False,False,야식,바디,인바디
dmFBS6bJZ5E,[VLOG]진짜 별거없는 나의 대학생활 브이로그🏫 Korean school Vlog,46,16,1,1,2,0,False,False,별거,대학,생활
nbg19Lg8Sqo,가성비충 대딩의 알리&테무 잘산 템 추천✨ (+ 쇼핑 꿀팁과 이쁜 옷 정보까지!!),46,20,1,1,6,0,False,True,가성,비충,대딩
nx_AH8GDaSs,[VLOG] 남자친구랑 놀이동산 데이트🤍🫧 | An amusement park date with my boyfriend Vlog,71,17,2,1,3,0,False,False,남자친구,놀이동산,데이트
vbOQ7Mo5nrU,내가봐도 너무 달달한..🤍남자친구랑 광안리 데이트 vlog🌊💨☀️ | A dating vlog with my boyfriend | 뭐혜연 남자친구,81,24,4,1,4,0,False,False,남자친구,달달,광안
aapqMtK-yX0,나 자취한다!!!! 남자친구랑 원룸 자취방 꾸미기💪🏻 (with. 작은고모),42,17,2,1,7,0,False,True,자취,남자친구,원룸
pvOJeST5So8,[Cover] ENHYPEN HEESEUNG - this is what falling in love feels like (원곡 : JVKE),78,20,0,0,6,0,False,False,,,
-kIraOyRqUw,'Fatal Trouble' Stage Cam @ AliExpress 2024 Weverse Con Festival - ENHYPEN (엔하이픈),81,18,0,0,6,0,False,False,하이픈,,
7T8yERKbXfc,ENHYPEN (엔하이픈) 2025 Golden Disc Awards Performance Practice Part 2. Moonstruck,78,15,0,0,3,0,False,False,하이픈,,
GwnvuL3QCdE,ENHYPEN (엔하이픈) 'Fatal Trouble' Dance Practice,45,11,0,0,4,0,False,False,하이픈,,
jPBa5T-G9BY,니키의 방 안에서 함께하는 포근한🖤 ASMR - ENHYPEN (엔하이픈),41,16,1,1,3,0,False,False,니키,하이픈,
804x7GFKWao,"vlog | 집순이의 24시간 🛋️ 💭 점심 도시락 만들고 퇴근 후 나홀로 치즈 떡볶이 파티, 딸기청, 할라피뇨 피클, 얼큰한 김치수제비, 전복 내장 솥밥, 닭볶음탕 만들었던 일상",100,36,2,1,6,0,False,False,이의,점심,도시락
MnO4drLGLg0,"vlog | 집순이의 집밥 만들어먹는 일상 🍚 얼큰한 곱창 전골, 대파 듬뿍 넣은 닭개장 🧀 등갈비 치즈 구이, 당근 김밥, 토마토 마리네이드, 초간단 겉절이",88,33,2,1,5,0,False,False,이의,집밥,일상
YPyQCf6HXeE,"vlog | 집순이 새댁의 홈파티 메뉴 🛋 💭 비오는 날 가지멘보샤와 불닭, 도시락으로 굴비 덮밥과 귀여운 양배추 말이 만들어먹으며 보낸 한 주 일상",83,32,2,1,2,0,False,False,순이,새댁,홈파티
RD5dfbz3Ljk,"vlog 🏡 양념게장 만들고 야식 파티하는 집순이 🍺 ❤️‍🔥 바삭바삭한 감자튀김과 명란크림 파스타, 목살 필라프, 장보고 점심 도시락 싸고 열일했던 일상",86,31,4,1,2,0,False,False,양념,게장,야식
5SJRq4N74bY,"VLOG | 바삭 바삭한 핫도그와 짜계치 🌭🍜  초코 푸딩 만드는 집순이 일상, 출근 도시락으로 귀여운 주먹밥 🍙 실패없는 리조또 레시피",76,26,3,1,2,0,False,False,바삭,핫도그,초코
XjENxMuQ-xM,[SUB] ʚ𝑽𝒍𝒐𝒈ɞㅣ달달한 게 너무 좋아⋆ ˚｡♡ㅣ헬로키티 케이크 만들고 게임하는 집순이 일상🍰🍓ㅣ페이잼 다이어리📔⋆Epomaker P87 언박싱⌨️,85,32,4,1,2,0,False,False,달달,헬로키티,케이크
Dx6sYSdAv2A,"[SUB] ✧･ﾟVlogㅣ귀여운 게 최고야🎀ㅣ게임하고 먹고 노는 집순이 일상☁️ㅣ미피 토스트기,동물의 숲 룸 투어☆,데이브 더 다이브🐬",75,38,3,1,4,0,False,False,게임,순이,일상
GDOsE4_fipM,[SUB] ♡⃛ Vlogㅣ겨울엔 역시 집콕이 최고지·.˚ ₊:ㅣ키티 타코야끼 만들기💝ㅣ치이카와 잠옷ㅣ리락쿠마 간식🍮ㅣ유령 미트볼 파스타👻🍝ㅣFIFINE AmpliGame AM8,98,41,4,1,4,0,False,False,겨울,역시,집콕
vUUTYhyxO-Y,[SUB] 𐙚⋆˚화이트 데스크테리어🤍ྀིㅣ NEW PC🖥️ ㅣ 듀얼 모니터 셋업 ㅣ펠로우즈 모니터암ㅣ데스크꾸미기༊·˚ㅣ언박싱📦,70,30,3,1,2,0,False,False,데스크,모니터,화이트
3tNgJYebcKo,[SUB]🤍Room Tour⋆˚｡⋆୨୧˚ㅣ2평 작은방 인테리어ㅣ핑크&화이트 인테리어ㅣ핀터레스트 무드의 방 구경하기･ﾟ✧🩰,67,25,2,1,3,0,False,False,인테리어,작은방,핑크
CBKQP9tF8mg,[Yerimiese Vlog] 오늘은 저의 생일 아니 생일 파티 날입니다💜 생일은 한참 지났어요,93,14,1,1,2,0,False,False,,,
n0Ar7AJmYpE,(만으로) 스물여섯 번째 생일🎂 | Birthday Party Vlog,39,12,1,1,3,0,False,False,스물,여섯,생일
Qo8C-vpuOtU,13세 파자마파티👦🏻점보라면 2개 16인분🍜대환장 속담게임ㅋㅋㅋ변기 누가 막았냐🚽스모어쿠키🍪,51,26,5,1,0,0,False,False,파자마파티,보라,인분
5FWoZFIghJg,평범한 브이로그는 처음이라,14,6,0,0,0,0,False,False,처음,,
rsKvMEFeZ5E,미국 음식 먹는 브이로그,13,5,0,0,0,0,False,False,미국,음식,
AUNFT2E1xwY,팝업스토어? 핫한 브랜드? 직접 가보고 말씀 드릴게요  | 성수 왜 감?ㅋ,41,17,0,0,4,0,True,False,팝업,스토어,브랜드
zShGAp7jKYo,행궁동은 데이트코스가 진짜 레전드다...   | 수원 행궁동 왜 감? ㅋ,40,16,0,0,5,0,True,False,행궁동,데이트,코스
J5tOTwqnT9s,"첫 연기학원 등원, 그리고 찾아온 첫사랑 브이로그 |  엄채아 연기입시 브이로그",44,17,0,0,2,0,False,False,연기,학원,등원
FSAwok9wtnA,"[vlog] 교사 브이로그, 2년차 교사의 직장인 vlogㅣ중학교 담임의 24시간 브이로그👩🏻‍🏫ㅣ학교 브이로그, school vlogㅣa productive days.",94,33,3,1,5,0,False,False,교사,직장인,중학교
Q9twbbEekoM,"[vlog] 교사 브이로그, 3년차 중학교 교사의 새학기 준비 기간 vlogㅣ개학맞이 학급준비하기👩🏻‍🏫ㅣ개학 vlogㅣ중3 새학기 준비ㅣa productive days.",95,38,3,1,4,0,False,False,준비,교사,학기
ZRova1qf9l0,"[vlog] 교사 브이로그, 2년차 교사의 학교 브이로그ㅣ퇴근하고 공부하는 갓생 직장인 vlog ✨ㅣ중학교 담임 일상👩🏻‍🏫ㅣschool vlogㅣa productive days.",100,37,4,1,4,0,False,False,교사,학교,퇴근
78ZtnyVOnBs,"[vlog] 교사 브이로그, 2년차 교사의 직장인 vlogㅣ중학교 선생님의 일상과 휴일 그 사이🍀ㅣ직장인 브이로그 vlogㅣschool vlogㅣa productive days.",99,36,1,1,4,0,False,False,교사,직장인,중학교
gMIzkymmk-k,"[vlog] 교사 브이로그, 중학교 2년차 교사 vlogㅣ직장인 브이로그ㅣ갓생 브이로그를 꿈꾸는 중3 담임의 하루 일상 vlogㅣ학교 브이로그ㅣa productive days.",98,39,0,0,4,0,False,False,교사,중학교,직장인
LOeF7VipxZc,07년생 싱가포르 가족 여행 🇸🇬🤍 | 호텔 숙소 추천 | 맛집 | 명품 쇼핑 하울 🛍️,49,17,2,1,3,0,False,False,싱가포르,가족,여행
aNorsUsD5eg,07년생 청순 전학생 메이크업 + 전학 첫날 썰 | 메이크업 | 겟레디윗미 | 썰풀기,47,16,0,0,4,0,False,False,메이크업,청순,전학생
-fQkXk-shfQ,재벌 혼혈남한테 첫눈에 반한썰 풀면서 딸기 찹쌀떡 도우인 메이크업하기 🍓🍰 | GRWM,48,19,2,1,1,0,False,False,재벌,혼혈,반한
kX5_ic2lMzw,완전 솔직 티르티르 쿠션 리뷰 1탄 #쿠션추천 #쿠션리뷰 #뷰티 #쇼츠 #메이크업 #학생 #07년생 #고등학생 #피부관리 #올리브영추천템 #kbeauty,85,19,0,0,11,0,False,False,티르,솔직,쿠션
